"","gene.x","ncbi_id","cds","protein","protein_id","location","gbkey","saccver","SPID","gene.Uni","species","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene.y","X","M.C.193","M.C.216","M.C.218","M.C.226","M.C.306","M.C.329","M.C.334","M.C.337","M.C.339","M.C.358","M.C.360","M.C.363","M.C.373","M.C.482","M.C.488","M.T.18","M.T.20","M.T.22","M.T.235","M.T.245","M.T.29","M.T.31","M.T.32","M.T.399","M.T.43","M.T.44","M.T.500","M.T.7","M.T.83","M.T.8"
"26","LOC132748454",132748454,"lcl|NW_026857012.1_cds_XP_060594056.1_19328","hsp90 co-chaperone Cdc37-like","XP_060594056.1","join(83698..83736,97826..97959,104733..104787,107896..108000,108437..108487,109389..109454,111360..111518,113390..113505,114257..114377,115248..115316,116635..116847)","CDS","sp|Q24740|CDC37_DROVI","Q24740","CDC37","DROVI",56.447,349,146,2,10,1053,2,345,1.06e-108,327,183.81668515655,-0.705322382931824,0.192877795594232,-3.65683556657631,0.000255348065845769,0.0462647099301292,"LOC132748454","LOC132748454",6.80091007690038,7.92150371717927,7.99440295710001,8.55418481193171,6.77881073182311,8.40053332759158,7.45465248330412,7.9226886609568,7.0976580682559,7.53822691932721,7.9051137227998,8.21675183162278,8.35627859650092,7.12023284176664,7.99586280744654,6.95338773981747,6.39937766787067,7.53114932538437,7.05298997666562,7.70079290807525,6.94985606737495,7.33064069035148,7.23745257243601,6.07900747381087,7.37842427163778,7.21341720973272,6.60777921850064,7.09426674389339,7.75230420378897,6.77977530012053
"27","LOC132750036",132750036,"lcl|NW_026857518.1_cds_XP_060595960.1_21041","zinc finger protein 62-like","XP_060595960.1","complement(join(34525..34536,35686..36603))","CDS","sp|Q4V8A8|ZFP90_RAT","Q4V8A8","ZFP90","RAT",37.748,151,85,3,247,699,276,417,1.9e-23,103,429.252562791507,-0.578842159679999,0.155417268379735,-3.72443915476431,0.000195749915457847,0.0411787956100786,"LOC132750036","LOC132750036",9.15501817592497,8.85961437816685,9.00425765308786,8.64990684740933,9.14256234961841,9.37887344401611,8.51669158477991,8.23770212169272,8.44530952491667,9.39680953317157,9.50521668934172,9.03371160747318,8.69899805501849,9.18630469425745,9.24991889808506,8.35859664953137,8.13456128025428,8.56023794575148,8.94435960165315,7.74974800313207,8.79005015308791,8.56493070237799,7.93056223236742,7.64967215055628,9.1027469395522,8.35409390727509,8.7055994439979,7.88728330442647,8.2911657969559,8.54304783739942
"28","LOC132754445",132754445,"lcl|NW_026858838.1_cds_XP_060601056.1_25630","LOW QUALITY PROTEIN: peptidase M20 domain-containing protein 2-like","XP_060601056.1","complement(join(2011..2138,2724..2976,3368..3522,4364..4506,5112..5260,5635..5806,6853..6953,6955..7047))","CDS","sp|A3KG59|P20D2_MOUSE","A3KG59","P20D2","MOUSE",49.5,400,189,5,10,1179,22,418,1.21e-122,364,8.16544477940721,-4.30108498865058,1.07402538326937,-4.0046399793252,6.21120032696757e-05,0.0262715157398337,"LOC132754445","LOC132754445",0,0,0,4.42605598808556,0,4.04876838615791,1.01862554205518,0.848109786513921,0,0,1.95455327725362,5.52654601116008,1.08854077954,0,7.20193534066581,0,0,0,1.1016432323958,1.1354207164219,1.58204692034842,0,0.866811805201901,0.899151822964975,1.60894562004941,1.45652432296179,0,0.853914427230997,0,1.09366764208606
"29","LOC132757649",132757649,"lcl|NW_026859722.1_cds_XP_060604961.1_29139","titin homolog","XP_060604961.1","complement(43806..54599)","CDS","sp|D3ZQL6|MILK1_RAT","D3ZQL6","MILK1","RAT",56.075,107,47,0,1,321,1,107,4.29e-32,141,210.852034572272,-1.25832493135623,0.33535520837238,-3.75221526292498,0.000175278858172294,0.0397379710515912,"LOC132757649","LOC132757649",6.92635560287508,7.70235844567398,7.61058438419642,7.41722655397319,7.9706834559952,8.91216297188519,7.83774970653644,7.25764015040838,7.25966725687954,8.72757648012706,8.84910300553794,9.26278859030889,6.75523332393224,7.77538864026948,9.42044244280611,5.62876317809924,5.50014791558946,5.8788800738649,7.34504648783906,6.71594657460705,5.28113899613091,8.45505009805575,6.18300355046748,7.75162685272073,7.91628055310546,6.35961899328298,8.04152644411838,6.0175759176636,5.37600850792124,6.4461913979499
"30","LOC132757650",132757650,"lcl|NW_026859722.1_cds_XP_060604974.1_29132","neurabin-1-like isoform X12","XP_060604974.1","complement(join(16295..16465,16627..16812,17276..17367,21131..21166,24205..24375,27978..28165,32774..32856,33146..33291,35214..35312,35588..35735,36414..36510,37170..37291,37863..38045,38730..38866,39416..39524,40037..40141,42139..42159,42923..43052,72771..72875,74073..74193,92129..92261,93004..93158,96083..96166,99510..99607,114893..115062))","CDS","sp|O35867|NEB1_RAT","O35867","NEB1","RAT",72.393,163,45,0,472,960,455,617,1.03e-66,248,599.065011443553,-0.682031813681235,0.184103854326485,-3.70460366610108,0.000211721509132515,0.0415174754524469,"LOC132757650","LOC132757650",8.40492116438078,9.03272784605219,9.65617389441095,9.22413325312848,9.68136757392882,9.86327962723823,9.71116122476279,8.84386046120362,9.51862314149299,9.29369906675189,8.92504522531607,10.420768753444,9.27495346891953,9.61416796178942,10.1661889746987,9.03311343624546,8.02096713466688,8.88935729999957,8.76975895307171,9.04003400906755,9.26942709561561,8.87930592561774,8.10469449466221,8.69205860899058,9.71115254882378,8.77187223192999,8.2095219921875,8.23916670869176,9.1319127379125,8.91254029945
"31","LOC132757773",132757773,"lcl|NW_026859747.1_cds_XP_060605143.1_29289","uncharacterized protein LOC132757773","XP_060605143.1","join(235987..236060,241786..241846,243071..243156,244777..244910,245363..245526,246164..246387,246727..246809,247729..247790,248422..248593,249183..249258,250452..250530,251102..251150,251456..251570,252693..252794,253243..253406,254437..254592,255016..255522,259979..260057,260454..260514,261452..261537,263840..263970,266875..267038,267583..267806,268982..269067,269317..269378,269916..270087,270790..270865,271292..271370,272583..272631,273078..273192,273730..273799)","CDS","sp|F1RAX4|STRA6_DANRE","F1RAX4","STRA6","DANRE",24.337,641,449,11,25,1908,12,629,1.61e-51,197,22.2551698885547,2.37032238609129,0.551041357584614,4.30153264081874,1.69620781338339e-05,0.0109567649927987,"LOC132757773","LOC132757773",2.89644221334511,2.14295277444784,2.72675770233043,1.57703958092027,3.00938823219827,2.28910438419555,4.03472794385194,7.96949555857445,2.27201887886443,3.83640719755821,0.969861807103495,1.08907850790642,3.32376011105124,3.24508942271456,4.20636110181354,7.6877100187648,2.61043133748055,2.26098935716945,5.04822375743236,6.97119774376967,2.80360523533854,4.14269577215556,3.54932041525196,4.79774171481431,5.9014686808993,2.42254507396613,4.35916907170316,5.15858442582388,0.941923836002986,3.48638367386869
"32","LOC132758254",132758254,"lcl|NW_026859905.1_cds_XP_060605796.1_29882","golgin subfamily A member 3-like isoform X2","XP_060605796.1","join(206368..206427,207012..207126,209746..209945,210656..210788,211181..211302,211499..214195,214443..214674,214893..215107,215660..215938,216330..216446,217263..217388,217681..217820,219713..219826,220455..220596)","CDS","sp|P55937|GOGA3_MOUSE","P55937","GOGA3","MOUSE",28.295,1085,746,9,1393,4584,394,1467,9.3e-93,335,187.733916591935,-1.18863483507946,0.199054738406687,-5.97139683583403,2.35230788703006e-09,3.49482382776056e-05,"LOC132758254","LOC132758254",9.01823361489945,8.99135769024146,7.5770102986508,7.7890527300868,7.61799995441299,7.90348982202771,7.78503655802838,8.36219696935414,8.10246900797769,7.7309758660368,7.43127930730373,8.48987682533441,6.8708405814907,7.05600275342012,7.86691686258671,7.0029169529799,6.27803932926775,6.74429055973838,7.17241478194945,6.69942740326075,6.65387928736283,7.67450420909871,6.9605147726873,6.23625061656922,6.41043984355123,6.41964836186521,6.60777921850064,7.16901791666584,6.84818411765253,7.13444226611486
"33","LOC132758583",132758583,"lcl|NW_026859998.1_cds_XP_060606255.1_30282","centromere-associated protein E-like","XP_060606255.1","complement(join(245327..245490,246081..246157,247016..247209,248766..248899,249661..249758,250412..250511,251120..251294,251780..251872,252265..252324,255931..256029,256707..257126,258672..259526,259948..260115,260879..261009,262180..265171,265711..265834,266702..266918,272674..272734,272956..273111,274001..274123,274889..275021,276915..277045,277748..277804,278508..278575,279355..279439,280053..280163,280778..280896,281875..281964,283895..283998,290312..290367))","CDS","sp|Q02224|CENPE_HUMAN","Q02224","CENPE","HUMAN",46.189,433,216,8,1,1266,1,427,1e-98,361,1019.73547764913,-1.0530709420954,0.241897983854651,-4.3533679996612,1.34061829434444e-05,0.00905343909048881,"LOC132758583","LOC132758583",9.45293783884785,10.3051050454332,11.1894588213366,9.10099468424546,9.88415715645917,11.3995635213936,10.1829135777041,11.5013944231451,9.23435697504204,10.2525221303299,10.3010716194713,10.3798517038176,8.77887502517281,10.2823149818171,10.9643640239143,8.59011659172492,8.68685913514113,9.33292231535743,9.87585017935458,9.93840435365856,9.29941209895604,9.15987412506838,8.5630887882318,10.1604882771492,9.14341566440552,8.81999988688569,9.92440647074087,8.95165692936212,9.49627886757817,9.38834840075965
"34","LOC132758975",132758975,"lcl|NW_026860124.1_cds_XP_060606675.1_30672","uncharacterized protein LOC132758975","XP_060606675.1","complement(join(<3931..4038,5073..5309,8545..10247,29897..30115))","CDS","sp|Q9C0D7|ZC12C_HUMAN","Q9C0D7","ZC12C","HUMAN",52.761,163,70,1,1798,2265,210,372,1.06e-44,176,77.1851380395887,-0.90693387928459,0.239003092737463,-3.79465331974104,0.000147849896715207,0.0376645236381537,"LOC132758975","LOC132758975",4.88489270676616,6.96737974744383,7.06203576394306,5.62254584704816,6.05495665619029,7.72943209200877,6.7781391089237,6.48889467944299,5.39822533580014,7.46779604183496,6.73405689729387,6.67897752977449,5.8692793256795,6.98877929863239,6.61652557787541,6.11667508410149,5.29651129492512,5.17341157449107,5.04822375743236,5.42253294505708,5.16567114168046,5.70324653058043,5.37008729633384,6.31672862988868,6.31459477111652,6.03441738072859,5.66936945426448,5.71900508361799,6.54084609601484,5.53500652585321
"35","LOC132759052",132759052,"lcl|NW_026860152.1_cds_XP_060606759.1_30744","E3 ubiquitin-protein ligase Bre1-like","XP_060606759.1","join(958..963,1745..1846,3647..3823)","CDS","sp|Q9VRP9|BRE1_DROME","Q9VRP9","BRE1","DROME",74.468,94,23,1,1,279,950,1043,6.48e-45,157,85.2613624513765,-1.13705613040745,0.281733470893522,-4.03592844968425,5.43867902508112e-05,0.0242934938456814,"LOC132759052","LOC132759052",6.82454469051101,7.67045288681639,7.75268915287698,6.55808063589353,6.72486819018625,6.45650086699102,3.94146602784668,7.07278668054533,5.39822533580014,7.20097323651387,6.64011846500921,7.36168293258353,6.19183212565315,7.09488291298853,7.12507083107917,5.83973323887097,5.02202676850865,6.22819173499876,5.65184279642253,5.80874551922625,6.12497003569912,4.46643427513387,6.74480784010104,5.35009352931983,4.85900579828908,4.93809214995363,6.28553819402933,4.56115202913649,6.66389428304776,5.34679963212033
"36","LOC132759065",132759065,"lcl|NW_026860156.1_cds_XP_060606774.1_30760","CAP-Gly domain-containing linker protein 1-like isoform X4","XP_060606774.1","join(25883..25936,53017..55096,61811..61948,63108..63192,66622..66715,68552..69713,70700..70788,71614..71701,105472..105692,108684..108924,111341..111502,125262..125335,125880..125978,126430..126549,127268..127365,127728..128763)","CDS","sp|Q5JR59|MTUS2_HUMAN","Q5JR59","MTUS2","HUMAN",30.199,351,220,4,3886,4908,998,1333,7.26e-31,137,934.139814753495,-0.644722238297479,0.175024824126203,-3.68360454876158,0.000229958903020562,0.0432468281288164,"LOC132759065","LOC132759065",9.15034990522769,10.2521987938427,9.94151282741074,10.0302259177309,10.3976567006088,10.4056209416527,9.80184327225428,10.161385628687,9.23435697504204,9.90813071859917,10.1202864148755,10.206242750033,9.77352257225839,10.0936398096938,11.4096326162485,9.04261809297621,8.85804998932627,9.58350882922756,9.45368173335187,10.1822967435088,9.1119762740121,9.4065180190075,9.23026425933258,9.71872988214088,9.25574263942776,9.17160982177032,10.0727137270961,9.57893633646944,9.71285429171399,9.61182807032844
"37","LOC132759776",132759776,"lcl|NW_026860353.1_cds_XP_060607606.1_31500","patched domain-containing protein 3-like","XP_060607606.1","join(366483..366499,373290..373530,375787..376077,376912..377071,378220..378314,378641..378819,379424..379572,379957..380157,380472..381874)","CDS","sp|Q0EEE2|PTHD3_MOUSE","Q0EEE2","PTHD3","MOUSE",27.897,889,560,17,46,2643,76,906,3.21e-94,320,5.76434188311299,2.62746005580772,0.679778884040923,3.86516868571862,0.000111012448912404,0.033124638479234,"LOC132759776","LOC132759776",1.50674398875093,1.09685797421702,1.08673794103308,1.21560401462627,0,1.84466043233206,0,0.848109786513921,0,2.11143057172391,1.54463669134723,2.13163667186952,1.08854077954,2.21252440515613,6.29426194541731,2.41374016661609,4.77533798256587,4.92587154564411,1.1016432323958,2.80408058766861,1.58204692034842,3.13360949643444,2.35562021589135,0,3.30518006914594,3.51938878909185,1.05977791030961,1.38669866606563,0,5.53500652585321
